0	1015	1
14	998	1
28	1010	3
42	1036	3
56	993	2
70	1000	3
84	1016	2
98	997	4
112	946	4
126	1032	4
140	988	4
154	985	3
168	1003	2
182	954	3
196	944	3
210	993	4
224	1032	5
238	977	3
252	1031	2
266	970	2
280	1011	3
294	943	1
308	1005	4
322	991	3
336	993	4
350	988	3
364	1000	4
378	976	2
392	1002	2
406	1003	3
420	1022	2
434	1007	4
448	1024	4
462	994	3
476	1029	4
490	972	3
504	999	4
518	970	4
532	987	0
546	1016	4
560	1022	0
574	999	3
588	1003	2
602	994	2
616	1036	3
630	1003	3
644	1013	3
658	953	2
672	1024	4
686	992	1
700	953	3
714	1004	3
728	991	2
742	999	2
756	1038	3
770	984	2
784	965	2
798	1059	2
812	1030	1
826	1048	3
840	996	2
854	959	0
868	1045	1
882	1008	2
896	1049	2
910	975	2
924	1004	2
938	1028	2
952	1001	3
966	954	3
980	989	2
994	965	2
1008	940	2
1022	1016	2
1036	985	2
1050	948	3
1064	1009	4
1078	1009	2
1092	967	1
1106	981	1
1120	1064	4
1134	974	1
1148	967	3
1162	967	2
1176	936	3
1190	975	4
1204	975	3
1218	982	2
1232	997	3
1246	1052	3
1260	958	1
1274	966	2
1288	1006	1
1302	1010	2
1316	989	4
1330	978	2
1344	1003	1
1358	986	1
1372	932	2
1386	961	3
1400	1050	3
1414	1001	3
1428	1012	3
1442	1040	2
1456	954	4
1470	1030	4
1484	1020	2
1498	995	5
1512	992	3
1526	960	3
1540	1042	3
1554	1011	1
1568	973	1
1582	1037	2
1596	1006	2
1610	995	2
1624	1022	3
1638	1004	4
1652	1038	3
1666	1020	3
1680	1015	3
1694	1018	2
1708	1067	1
1722	1021	3
1736	1058	4
1750	1010	3
1764	1015	3
1778	1034	4
1792	999	3
1806	989	3
1820	1028	5
1834	1014	3
1848	1010	3
1862	1067	4
1876	980	4
1890	1040	3
1904	1007	2
1918	950	2
1932	1018	2
1946	966	3
1960	990	5
1974	989	4
1988	971	3
2002	960	5
2016	1006	3
2030	1013	3
2044	979	3
2058	962	3
2072	968	1
2086	993	3
2100	960	5
2114	1055	5
2128	1051	3
2142	1007	3
2156	986	3
2170	989	4
2184	1026	1
2198	981	2
2212	944	1
2226	956	2
2240	1000	4
2254	940	3
2268	967	4
2282	1035	3
2296	994	3
2310	979	2
2324	992	3
2338	1026	2
2352	993	2
2366	1025	4
2380	984	3
2394	1060	3
2408	970	3
2422	979	3
2436	1016	3
2450	1025	3
2464	1006	3
2478	1003	4
2492	1006	3
2506	1013	3
2520	1019	3
2534	1016	2
2548	991	3
2562	1012	2
2576	984	2
2590	1015	2
2604	1006	3
2618	951	2
2632	992	0
2646	1035	3
2660	989	3
2674	1018	4
2688	963	1
2702	970	2
2716	904	3
2730	1035	3
2744	1022	4
2758	1015	1
2772	962	2
2786	1049	0
2800	992	3
