0	979	2
14	1000	4
28	1009	3
42	1010	5
56	971	3
70	1003	4
84	1013	5
98	945	3
112	1009	3
126	1032	5
140	1074	5
154	957	3
168	1000	4
182	993	5
196	974	3
210	1060	3
224	994	5
238	993	3
252	992	4
266	988	2
280	1017	5
294	963	4
308	994	1
322	1008	5
336	1010	4
350	984	3
364	1019	5
378	982	6
392	971	3
406	986	4
420	981	4
434	975	3
448	1001	4
462	997	4
476	1043	3
490	952	2
504	985	4
518	1027	3
532	988	3
546	1039	5
560	968	4
574	1020	4
588	971	3
602	1006	5
616	982	3
630	970	4
644	1070	5
658	997	4
672	1043	2
686	994	4
700	977	3
714	1009	5
728	944	2
742	1024	5
756	995	4
770	981	2
784	978	3
798	925	2
812	989	3
826	986	4
840	1076	4
854	1004	3
868	937	3
882	1023	4
896	1001	3
910	925	1
924	989	4
938	960	6
952	1034	4
966	987	4
980	987	4
994	1033	2
1008	999	4
1022	931	3
1036	1012	4
1050	1008	4
1064	979	3
1078	1020	2
1092	1022	2
1106	989	5
1120	969	4
1134	1022	4
1148	1029	4
1162	996	4
1176	1024	4
1190	971	4
1204	1063	2
1218	1001	4
1232	992	0
1246	965	2
1260	1012	4
1274	1023	5
1288	1025	6
1302	1038	2
1316	1000	3
1330	1050	3
1344	1051	3
1358	1101	2
1372	965	4
1386	965	4
1400	974	4
1414	1074	3
1428	934	3
1442	995	2
1456	1028	3
1470	1001	5
1484	1047	5
1498	951	2
1512	940	4
1526	964	4
1540	1028	3
1554	961	3
1568	988	2
1582	1001	6
1596	992	1
1610	1029	5
1624	990	3
1638	956	3
1652	977	5
1666	977	4
1680	1013	3
1694	995	2
1708	1006	3
1722	985	4
1736	1048	4
1750	1030	5
1764	974	2
1778	1013	4
1792	1038	4
1806	982	1
1820	970	3
1834	1005	4
1848	1041	2
1862	1012	4
1876	970	2
1890	1004	5
1904	1015	3
1918	963	3
1932	977	2
1946	954	5
1960	980	4
1974	967	4
1988	1021	3
2002	1021	4
2016	1002	4
2030	1008	1
2044	999	4
2058	993	5
2072	992	4
2086	1023	3
2100	965	4
2114	1002	4
2128	975	3
2142	1002	5
2156	1019	3
2170	1007	5
2184	1014	4
2198	962	4
2212	1016	4
2226	995	2
2240	1040	3
2254	979	3
2268	980	4
2282	985	2
2296	963	4
2310	1016	5
2324	964	2
2338	963	3
2352	1022	5
2366	1010	4
2380	923	3
2394	1017	2
2408	995	5
2422	1019	2
2436	973	4
2450	1022	5
2464	1038	5
2478	1014	3
2492	999	2
2506	1029	3
2520	981	3
2534	998	4
2548	1052	3
2562	976	3
2576	975	2
2590	1040	4
2604	1013	5
2618	992	3
2632	999	4
