0.00	4251.23
14.00	4362.23
28.00	4603.59
42.00	4259.30
56.00	4358.88
70.00	4221.55
84.00	4240.01
98.00	4255.55
112.00	4432.95
126.00	4290.21
140.00	4517.76
154.00	4469.50
168.00	4017.35
182.00	3935.52
196.00	4480.80
210.00	4011.41
224.00	4244.97
238.00	4039.09
252.00	4085.19
266.00	4138.19
280.00	4557.98
294.00	4738.77
308.00	3946.96
322.00	4278.53
336.00	4341.85
350.00	4289.20
364.00	4704.44
378.00	4424.77
392.00	4249.05
406.00	4094.72
420.00	4528.37
434.00	4406.34
448.00	4242.16
462.00	4765.05
476.00	4142.53
490.00	4515.67
504.00	4550.53
518.00	4386.17
532.00	4327.54
546.00	4102.38
560.00	4448.74
574.00	4381.07
588.00	4471.32
602.00	4156.54
616.00	4018.48
630.00	4342.40
644.00	4203.43
658.00	4313.09
672.00	4401.21
686.00	4325.70
700.00	4154.72
714.00	4245.94
728.00	4404.11
742.00	4657.16
756.00	4265.24
770.00	4317.46
784.00	4753.94
798.00	4424.18
812.00	4032.86
826.00	4188.40
840.00	4540.07
854.00	3827.84
868.00	4648.03
882.00	4379.74
896.00	4558.04
910.00	4249.96
924.00	4353.65
938.00	4611.97
952.00	4147.81
966.00	4212.37
980.00	4219.49
994.00	4577.51
1008.00	4426.86
1022.00	4330.15
1036.00	4395.77
1050.00	4551.09
1064.00	4567.91
1078.00	4409.29
1092.00	4002.31
1106.00	4622.06
1120.00	4608.57
1134.00	4378.85
1148.00	4748.04
1162.00	4786.04
1176.00	4207.69
1190.00	4013.48
1204.00	4596.81
1218.00	4614.56
1232.00	4652.04
1246.00	4279.87
1260.00	4350.71
1274.00	4610.61
1288.00	4144.72
1302.00	4122.75
1316.00	4421.46
1330.00	4105.25
1344.00	3659.21
1358.00	4211.63
1372.00	4575.41
1386.00	4245.37
1400.00	4019.86
1414.00	4229.02
1428.00	4234.21
1442.00	4034.82
1456.00	4318.73
1470.00	4217.20
1484.00	4724.50
1498.00	4436.22
1512.00	4135.44
1526.00	4270.47
1540.00	4416.04
1554.00	4293.07
1568.00	4494.42
1582.00	4431.67
1596.00	4371.84
1610.00	4146.75
1624.00	4450.67
1638.00	4846.89
1652.00	4111.29
1666.00	4343.39
1680.00	4201.11
1694.00	4718.03
1708.00	4187.42
1722.00	4284.35
1736.00	4362.62
1750.00	4160.26
1764.00	3865.25
1778.00	4232.21
1792.00	4009.40
1806.00	4192.51
1820.00	4399.48
1834.00	4453.92
1848.00	4095.79
1862.00	4511.14
1876.00	4593.99
1890.00	4286.31
1904.00	4407.81
1918.00	4486.55
1932.00	4143.62
1946.00	4462.38
1960.00	4284.35
1974.00	4567.80
1988.00	4243.31
2002.00	4341.83
2016.00	4501.85
2030.00	4696.13
2044.00	4454.96
2058.00	4374.80
2072.00	4635.26
2086.00	4350.64
2100.00	4445.51
2114.00	4527.90
2128.00	4434.26
