0.00	2416.44
14.00	2937.02
28.00	2889.01
42.00	2312.63
56.00	2473.70
70.00	2332.42
84.00	2397.98
98.00	2252.86
112.00	2495.59
126.00	2590.20
140.00	2400.77
154.00	2585.16
168.00	2244.83
182.00	2360.43
196.00	2418.23
210.00	2603.93
224.00	2570.37
238.00	2643.76
252.00	2380.47
266.00	2816.18
280.00	2111.40
294.00	2624.35
308.00	2612.43
322.00	2905.77
336.00	2443.73
350.00	2726.32
364.00	2782.98
378.00	2564.28
392.00	2251.22
406.00	2503.05
420.00	2245.29
434.00	2681.02
448.00	2650.11
462.00	2056.85
476.00	2417.54
490.00	2289.52
504.00	2520.76
518.00	2773.11
532.00	2640.09
546.00	2454.42
560.00	2063.64
574.00	2763.88
588.00	2340.65
602.00	2565.30
616.00	2313.88
630.00	2694.96
644.00	2478.45
658.00	2103.90
672.00	2411.74
686.00	2454.14
700.00	2666.53
714.00	2680.64
728.00	2415.54
742.00	2439.62
756.00	2334.94
770.00	2691.00
784.00	2387.23
798.00	2416.33
812.00	2368.68
826.00	2463.89
840.00	2225.42
854.00	2326.82
868.00	2478.49
882.00	2475.69
896.00	2357.21
910.00	2097.88
924.00	2267.53
938.00	2599.07
952.00	2671.04
966.00	2412.12
980.00	2464.85
994.00	2716.97
1008.00	2640.71
1022.00	2309.38
1036.00	2481.23
1050.00	2457.57
1064.00	2548.87
1078.00	2249.18
1092.00	2147.76
1106.00	2325.41
1120.00	2813.33
1134.00	2577.86
1148.00	2803.19
1162.00	2416.89
1176.00	2301.39
1190.00	2430.75
1204.00	1989.02
1218.00	2310.70
1232.00	2582.32
1246.00	2615.60
1260.00	2374.12
1274.00	2582.57
1288.00	2321.14
1302.00	2471.01
1316.00	2233.50
1330.00	2331.01
1344.00	2584.27
1358.00	2532.75
1372.00	2570.62
1386.00	2460.51
1400.00	2580.72
1414.00	2183.64
1428.00	2610.60
1442.00	3062.87
1456.00	2939.03
1470.00	2470.48
1484.00	2432.84
1498.00	2508.96
1512.00	2527.40
1526.00	2640.19
1540.00	2709.49
1554.00	2568.56
1568.00	2451.52
1582.00	2483.22
1596.00	2708.56
1610.00	2823.79
1624.00	2851.07
1638.00	2656.51
1652.00	2700.08
1666.00	2719.15
1680.00	2843.08
1694.00	2654.00
1708.00	2343.63
1722.00	2457.61
1736.00	2503.27
1750.00	2555.27
1764.00	2425.64
1778.00	2537.13
1792.00	2470.58
1806.00	2315.19
1820.00	2796.83
1834.00	2878.05
1848.00	2739.90
1862.00	2096.36
1876.00	2620.90
1890.00	2714.29
1904.00	2803.67
1918.00	2803.80
1932.00	2954.88
1946.00	2436.44
1960.00	2616.01
1974.00	2858.25
1988.00	2906.49
2002.00	2385.46
2016.00	2504.39
2030.00	2293.91
2044.00	2283.97
2058.00	2332.26
2072.00	2462.31
2086.00	2616.53
2100.00	2728.80
2114.00	2329.93
2128.00	2612.30
2142.00	2462.76
2156.00	2559.79
2170.00	2793.92
2184.00	2435.20
2198.00	2716.67
2212.00	2658.72
2226.00	2487.86
2240.00	2989.03
2254.00	2825.07
2268.00	2411.58
2282.00	2525.45
2296.00	2959.00
2310.00	2940.90
2324.00	2634.37
2338.00	2346.77
2352.00	2476.17
2366.00	2852.13
2380.00	2301.09
2394.00	2687.36
2408.00	2471.46
2422.00	2485.36
2436.00	2778.72
2450.00	2706.35
2464.00	2446.88
2478.00	2336.19
2492.00	2845.20
2506.00	2572.37
2520.00	2789.32
2534.00	2445.08
2548.00	2407.42
2562.00	2350.46
2576.00	2288.95
2590.00	2281.60
2604.00	2434.42
2618.00	2656.82
2632.00	2689.42
2646.00	1917.84
2660.00	2553.22
2674.00	2615.49
2688.00	2604.99
2702.00	2452.50
2716.00	2357.29
2730.00	2641.86
2744.00	2623.17
2758.00	2267.90
2772.00	2469.68
2786.00	2519.30
2800.00	2698.98
2814.00	2726.82
2828.00	2545.25
2842.00	2959.31
2856.00	2777.10
2870.00	2870.68
2884.00	2219.44
2898.00	2867.67
2912.00	2368.81
2926.00	2791.63
2940.00	2731.90
2954.00	2313.30
2968.00	2700.58
2982.00	2447.26
2996.00	2461.85
3010.00	2645.32
3024.00	2724.90
3038.00	2438.85
3052.00	2857.44
3066.00	2636.97
3080.00	2740.40
3094.00	2403.86
3108.00	2623.07
3122.00	2526.48
3136.00	2492.72
3150.00	2252.54
3164.00	2530.42
